Income,Housing cost,Transportation cost,Healthcare Expense,Food and Dining,Personal Expenses,Financial aid,Credit History,Savings,Academic Performance
f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,outcome,class
4442,2107,3017,1688,1309,6097,1,2951,2845,1,94312,0
2108,1923,2843,3640,410,16503,1,723,2530,1,146854,0
9734,369,496,3999,325,19587,1,1466,2818,1,173504,1
13464,1316,1728,3434,2376,6144,1,743,575,1,97106,0
446,2162,4251,1390,620,11854,1,179,725,1,103770,0
2058,1316,4618,571,2852,15257,1,2725,1110,1,140100,0
9111,2769,4218,2118,1080,2762,1,1601,994,1,78226,0
2683,1353,111,4882,2563,4340,1,3849,1079,1,78932,0
5320,2274,1846,980,2467,14535,1,2531,2810,1,140010,0
7356,2113,4044,3746,401,17378,1,898,314,1,160026,0
7413,1143,127,3944,2916,14173,1,1133,2679,1,139524,0
2442,2604,1535,1025,2976,2553,1,2534,898,1,55340,0
8215,1236,2732,1587,2341,10798,1,1797,2934,1,124582,0
10897,1905,41,2179,978,13442,1,2195,1132,1,130410,0
5414,2961,3079,2460,1587,9263,1,750,2600,1,111068,0
151,2788,2429,1755,1651,13593,1,3141,337,1,121396,0
14493,2695,1249,2248,2282,7992,1,3107,147,1,113906,0
7951,410,3943,1348,1796,6656,1,1404,413,1,88692,0
12617,1051,4304,2509,1437,18369,1,2750,202,1,179494,1
469,395,4735,640,1257,17892,1,1018,1405,1,142796,0
9877,1827,2796,4878,1376,9620,1,2944,2052,1,134570,0
3113,452,3037,1550,615,12590,1,2955,169,1,114754,0
13620,399,2422,1489,2159,6242,1,2637,446,1,97794,0
4414,1713,4330,3960,2980,3007,1,2703,701,1,83042,0
13851,2911,2780,2772,1664,7302,1,1841,2284,1,119382,0
89,1052,2707,3552,1039,4350,1,2126,221,1,64894,0
4781,2798,2776,2763,931,15115,1,308,1322,1,136396,0
10422,1497,4360,1459,2224,10574,1,1157,522,1,121732,0
3172,214,4205,668,2011,2681,1,2225,102,1,55690,0
12680,413,3097,3723,1657,15435,1,3918,1163,1,169724,0
13550,515,3195,1396,2173,13587,1,2621,2120,1,151336,0
4070,651,1951,1928,938,2061,1,1974,2698,1,57898,0
12696,1057,2750,4372,1000,6834,1,298,236,1,101144,0
9220,1363,1168,3842,762,19333,1,2434,2074,1,176770,1
2077,2276,2112,4924,2802,16238,1,1044,1126,1,148572,0
7114,2423,3002,3407,1744,13801,1,3307,184,1,144978,0
4275,2442,2815,2060,1181,15093,1,3645,2277,1,149552,0
4947,1141,926,2105,1359,8678,1,559,153,1,81944,0
2766,1945,786,1474,1974,15167,1,1867,1263,1,125942,0
5176,1018,1889,4985,2563,7813,1,3905,569,1,109794,0
2302,2104,923,1054,1783,8174,1,778,2783,1,83584,0
7487,2254,4581,2276,1315,2276,1,3103,815,1,78878,0
7280,2828,1860,2532,2085,5276,1,503,319,1,76908,0
14862,792,774,1801,2995,15261,1,2158,617,1,150274,0
10066,2085,3496,4201,562,17744,1,3205,461,1,177352,1
14394,2904,2400,3606,1584,10249,1,3061,2677,1,146244,0
6227,2268,4040,609,2637,10520,1,2754,1139,1,119562,0
1843,826,2620,4353,1571,8475,1,3959,2394,1,112644,0
5253,1993,924,880,501,19672,1,1151,1292,1,150524,0
1256,389,4589,862,1311,18798,1,452,41,1,142486,0
7482,2185,1551,926,2076,6531,1,2251,2863,1,93046,0
8326,2325,4215,4921,472,5312,1,2462,2589,1,110876,0
12444,225,3509,1674,1459,2851,1,887,2100,1,78052,0
4488,1956,3926,2467,755,17069,1,661,677,1,147746,0
97,2778,1077,2124,986,5401,1,1341,1166,1,62970,0
8047,2684,2688,891,919,16528,1,2315,722,1,148942,0
2893,1497,1281,4546,2467,2119,1,1129,1411,1,59906,0
11024,858,2891,3764,2552,17972,1,2771,2310,1,183654,1
5357,1493,4354,566,1482,11056,1,1624,2561,1,119430,0
3694,2910,4803,777,1247,8973,1,3037,1949,1,111814,0
11375,2694,2025,3318,2564,15351,1,3025,963,1,162706,0
12682,1031,491,4221,1565,9072,1,837,2018,1,115266,0
11175,243,4444,1393,2309,18887,1,228,1614,1,171502,0
3913,2645,1646,3917,1048,15102,1,1577,2501,1,144398,0
13615,2344,4068,1930,2395,17204,1,3801,596,1,181522,1
12546,1331,1279,3376,673,8382,1,1446,119,1,104282,0
3280,798,2194,3786,1089,6565,1,3898,736,1,92190,0
10640,421,3013,4038,1714,2873,1,2920,1790,1,89842,0
2508,1836,4345,1869,1330,11945,1,1934,1685,1,122360,0
12954,2767,42,2057,1811,14619,1,2733,472,1,144004,0
6153,834,2598,994,477,18148,1,183,2606,1,149350,0
7866,1575,4501,2723,2721,5424,1,145,1396,1,91938,0
4434,1077,4652,3740,2715,6134,1,1120,1337,1,96662,0
13074,902,1328,3865,2645,10719,1,2237,527,1,129394,0
8873,2084,1022,3351,1003,7009,1,1122,2897,1,99552,0
12512,2291,1851,928,1767,2618,1,2598,409,1,72002,0
12726,2289,3814,2876,405,19054,1,173,1951,1,180430,1
13230,481,1439,2371,2357,10142,1,2024,2516,1,126398,0
8540,840,4333,4805,2220,19663,1,3079,1318,1,195328,1
5511,2735,733,3086,778,5395,1,959,1950,1,77340,0
14492,2605,94,4506,1415,12443,1,2951,2322,1,151184,0
7770,2617,1845,2278,2955,18644,1,137,2922,1,167286,0
7168,211,11,1937,404,13036,1,3450,2786,1,126528,0
12264,1964,4518,571,876,13730,1,1525,2290,1,148214,0
8497,1385,2968,1297,2792,15929,1,1563,661,1,146888,0
2645,1785,1641,2910,2306,17117,1,210,2779,1,146344,0
1192,1103,3446,4720,2120,9618,1,814,637,1,105016,0
3712,431,3277,3598,1259,9464,1,1729,2987,1,113962,0
10048,2718,245,995,537,16650,1,2081,924,1,143496,0
25,1383,1174,879,2862,9989,1,1272,2026,1,89888,0
12910,1864,2599,3677,1110,19333,1,3618,1270,1,192432,1
1494,1851,4846,4938,1537,11772,1,998,2536,1,133678,0
10486,818,185,803,1557,10476,1,597,2633,1,105460,0
4372,533,530,1638,1688,2969,1,855,2772,1,54190,0
11371,1164,649,2814,2356,17899,1,2316,1300,1,165502,0
8842,759,3897,3207,2415,10461,1,454,826,1,120344,0
4597,1181,2993,4635,2729,8996,1,1293,206,1,107508,0
4153,884,3146,2018,521,13508,1,1805,823,1,123342,0
14016,2067,2242,3497,1284,15992,1,1085,1884,1,165528,0
13687,1021,234,3219,1249,18627,1,2120,621,1,168462,0
13521,2108,4615,3567,1153,16510,1,3721,945,1,184026,1
627,1612,1968,4043,2178,15812,1,3106,1239,1,145140,0
4897,2396,2534,1424,1610,4272,1,778,2493,1,72364,0
1102,2792,76,1516,1276,14385,1,265,444,1,105864,0
9125,2405,1233,4587,1134,14405,1,3039,167,1,147872,0
11181,895,881,4776,1094,10216,1,352,1727,1,118590,0
4977,2187,882,4060,1741,4925,1,1966,1977,1,82910,0
14715,1967,720,4220,1669,2688,1,1890,1946,1,87944,0
14003,2826,1844,774,2266,5161,1,3492,732,1,96534,0
2277,289,2945,859,2095,7802,1,2121,1947,1,87632,0
12146,2830,202,2334,366,13036,1,2648,182,1,130374,0
10363,1531,4986,2238,1408,9027,1,410,757,1,114340,0
14088,2744,1148,565,1849,2588,1,1501,2810,1,76996,0
1395,2881,594,893,1895,19463,1,3340,1193,1,153210,0
11974,2560,1813,3041,2402,15811,1,3199,783,1,164092,0
5974,2505,4692,3521,2987,19468,1,2184,1374,1,186834,1
1482,2922,2884,4719,1195,6079,1,191,2611,1,89302,0
8722,360,3533,3186,1086,7886,1,1844,779,1,105030,0
1893,655,1535,740,1435,12713,1,1047,2683,1,108274,0
3475,1809,2422,2351,1012,14979,1,1681,2420,1,137972,0
10938,610,3400,2465,1562,10088,1,2617,135,1,121226,0
8482,628,79,1854,2554,15282,1,3863,739,1,141170,0
1148,1798,1702,3819,2856,16552,1,150,1126,1,138114,0
4984,1517,704,4627,1802,7062,1,1112,595,1,87140,0
13109,672,156,3112,1834,19621,1,3566,780,1,179422,1
363,1376,4059,913,2177,12273,1,3774,2935,1,128204,0
14809,2196,577,2333,970,9927,1,3188,2038,1,128066,0
7058,1529,1024,4284,927,7254,1,742,1403,1,92374,0
14962,1322,63,2468,2015,10972,1,732,795,1,118672,0
3588,417,2494,538,539,10511,1,561,2818,1,97808,0
13984,1973,1294,1316,950,11214,1,747,1457,1,120364,0
13220,2798,1395,3411,2155,13264,1,2698,1568,1,152228,0
4678,1727,1989,1495,1631,4428,1,721,862,1,62918,0
736,1012,368,3500,838,19228,1,3542,1212,1,155038,0
4310,2269,4190,2919,392,11211,1,1443,2187,1,124174,0
7093,1074,4659,1427,804,18593,1,3449,178,1,168362,0
13360,1710,471,2888,2580,8401,1,3148,877,1,115252,0
13675,1176,3954,3428,1770,17522,1,1870,803,1,178604,1
5994,2204,3385,2672,738,16836,1,2371,842,1,155978,0
782,2043,1239,3105,864,11827,1,592,1813,1,105346,0
2013,1273,1348,2051,754,17643,1,1291,1800,1,139908,0
8461,2425,4784,797,2884,7629,1,3304,488,1,110816,0
10096,2250,3469,4772,1090,6091,1,3798,447,1,113372,0
355,1570,4786,2547,1799,11266,1,1158,546,1,111202,0
13119,1197,2750,1257,2832,5051,1,2889,2903,1,103808,0
5418,906,3595,3451,381,10127,1,432,1070,1,108374,0
13152,689,3993,4015,2642,16273,1,3709,2564,1,187738,1
6817,1696,139,1773,1874,10396,1,3599,662,1,107852,0
9721,279,4537,2003,2491,5541,1,1187,335,1,90486,0
4879,340,1493,1255,1826,9636,1,3751,2194,1,106688,0
2486,2981,3818,2757,2179,11502,1,867,1738,1,121034,0
2804,1839,2533,2636,2724,7011,1,2290,2588,1,96998,0
12803,1442,3314,893,1441,4298,1,3975,893,1,93470,0
5201,812,1811,3289,678,8693,1,2969,1458,1,103658,0
3313,1738,4851,2799,383,7547,1,2323,2500,1,106052,0
8716,753,4033,2072,707,15685,1,2938,2503,1,160656,0
11756,2999,2264,2445,462,4291,1,800,1492,1,84194,0
1191,1176,3565,935,1089,5341,1,669,2791,1,70808,0
2180,2973,3439,1199,2406,8622,1,3162,47,1,98248,0
14766,1229,555,4543,2352,7614,1,3319,1069,1,120332,0
4945,1889,4597,701,884,16491,1,1123,2921,1,151760,0
14769,1269,1079,3138,1056,12125,1,2725,1954,1,142532,0
8831,627,1703,1521,745,16744,1,2877,662,1,147932,0
7498,977,1094,3235,1692,10844,1,1309,2926,1,119664,0
13221,461,2570,895,2628,13979,1,595,1214,1,137600,0
13436,1503,1052,3452,1443,6180,1,1991,440,1,97594,0
9579,1736,4605,4961,561,16774,1,3521,745,1,179734,1
4510,253,2767,3372,1036,19993,1,3673,1964,1,178670,1
10941,2374,846,3304,2208,2081,1,402,946,1,65534,0
9327,1102,3452,4308,898,13831,1,3435,1453,1,156242,0
361,2496,3772,4398,484,11666,1,2224,1356,1,123688,0
6280,577,3076,4220,378,9582,1,3504,1616,1,121636,0
9929,2409,2482,4471,1254,2664,1,432,530,1,74838,0
7810,1895,1880,2546,2272,2209,1,3684,2049,1,77854,0
8625,1490,3814,2016,1078,12887,1,1217,190,1,128666,0
6464,2290,693,1058,2279,19435,1,1356,1941,1,158878,0
11492,1359,1805,2414,1981,6470,1,3476,1711,1,106118,0
12117,435,1341,2833,1363,15089,1,143,2399,1,145238,0
2227,965,1749,3678,2450,19500,1,433,685,1,154474,0
6267,2910,4968,1576,2622,14333,1,2395,1718,1,152234,0
6695,1223,3959,3165,1841,6187,1,765,2722,1,99094,0
1667,586,780,4569,417,15054,1,1985,2173,1,133702,0
4743,749,2283,3958,1507,10099,1,2033,2476,1,117602,0
12102,1503,4847,2609,2620,9574,1,2293,2280,1,138020,0
488,2654,3591,4455,2724,13043,1,1806,659,1,132044,0
12894,1693,3880,2058,2177,19510,1,1574,1602,1,187054,1
2925,2731,848,3082,2439,6794,1,2919,533,1,86492,0
2590,1639,3686,3588,751,5016,1,2967,1034,1,85166,0
1299,2499,779,3887,2451,13917,1,3345,222,1,128942,0
5481,1028,4920,786,2527,8040,1,309,2542,1,100550,0
12160,1112,874,2231,2328,6545,1,1000,1731,1,93824,0
4035,1798,4324,2536,711,18361,1,2994,660,1,165320,0
1938,2739,563,4045,1989,13761,1,423,1385,1,121572,0
14064,1287,826,564,508,9808,1,2150,34,1,104872,0
2839,2303,896,4799,558,13384,1,2397,1056,1,128306,0
14290,1411,3850,2344,1211,12697,1,304,566,1,138272,0
10749,2034,4323,4255,456,11245,1,655,955,1,134710,0
1341,2164,426,4197,1545,2178,1,1014,1659,1,52362,0
3716,2742,3534,2286,643,19462,1,2362,2891,1,175276,1
5987,2781,4421,3757,2803,10595,1,3116,1916,1,139562,0
12467,1960,244,4599,2651,18711,1,3416,292,1,180636,1
12722,2755,3266,3754,2121,2611,1,973,629,1,85360,0
14567,2299,2209,3526,2552,14743,1,3295,1097,1,167812,0
10118,2232,4117,2404,711,16228,1,2659,996,1,164204,0
8872,2567,4957,1249,847,14516,1,853,1406,1,145538,0
12670,1065,3190,2683,748,9526,1,3047,378,1,123324,0
12617,2165,1290,787,1446,17330,1,1137,1769,1,156378,0
12471,2218,508,4995,682,7188,1,3178,1382,1,114132,0
385,1495,2026,2393,1369,6488,1,2107,1904,1,79156,0
12462,686,2117,2975,2447,14706,1,479,1861,1,149164,0
8392,2224,563,2356,1044,17323,1,1105,535,1,145504,0
1504,386,385,2946,1425,11173,1,1802,709,1,97046,0
13554,2484,2748,3441,1394,5020,1,3078,523,1,104154,0
8585,2143,177,1955,458,18733,1,1078,2552,1,157828,0
168,607,2164,3509,1815,5661,1,1191,845,1,69992,0
6833,664,2990,840,2733,6459,1,3807,2426,1,99476,0
7848,2235,938,4244,1144,7830,1,1154,258,1,95820,0
6213,2608,800,4600,2411,15217,1,169,877,1,139560,0
5680,2707,2655,2406,749,14187,1,202,1262,1,129504,0
4557,315,1409,1107,552,18068,1,3673,2533,1,154154,0
6064,2647,563,4083,2141,17849,1,969,2884,1,162804,0
10429,2120,3941,2693,1701,10131,1,404,2000,1,125448,0
12253,402,4603,3041,2152,17729,1,457,481,1,170326,0
824,261,3481,1964,1356,13421,1,2488,1486,1,123094,0
10117,2983,3995,4362,637,2643,1,1832,2664,1,94754,0
9102,2150,27,3362,442,8749,1,2438,778,1,102312,0
2163,2807,4571,1016,1133,19810,1,3504,1437,1,173188,1
2294,1127,325,1745,1385,8524,1,1305,486,1,76210,0
8108,1203,2797,3992,905,15246,1,1454,1915,1,152550,0
1820,433,4144,1325,2934,12139,1,812,450,1,110142,0
10718,1944,624,3063,2713,18416,1,2670,2927,1,178392,1
11428,597,3740,3019,1377,4985,1,2539,2347,1,103304,0
9595,837,2440,746,2965,2247,1,1124,2430,1,67246,0
206,2540,4773,1752,2260,14618,1,3682,2051,1,146762,0
1534,991,1956,1077,1215,12721,1,3290,2468,1,118980,0
2778,1015,2051,2191,1551,13357,1,619,1246,1,115268,0
3459,2807,420,1117,1640,14342,1,765,1831,1,118406,0
9758,2073,818,671,2308,10152,1,149,2072,1,104040,0
501,1084,4957,4430,2747,7287,1,1682,1298,1,101864,0
11596,2855,3450,3198,2255,10188,1,775,2210,1,133082,0
7753,807,2971,4057,1551,17123,1,2197,1116,1,164334,0
10201,955,2660,3949,2326,14283,1,2607,1514,1,155592,0
10792,2964,3362,1083,1048,16121,1,3182,1266,1,161916,0
13372,1142,4691,2442,2613,4538,1,109,1518,1,96532,0
14989,858,864,1858,663,2594,1,2230,2849,1,79798,0
12541,2533,163,2509,1039,10264,1,2547,973,1,118588,0
2122,2486,3243,4522,1623,11372,1,2952,2647,1,134160,0
1919,1593,2730,4010,2555,16122,1,1685,858,1,146008,0
11485,1159,4267,3419,975,3694,1,1328,2022,1,93556,0
9182,2409,4581,1332,2350,2055,1,3521,1171,1,82642,0
6719,1328,3527,4535,503,5533,1,2661,2029,1,101316,0
3158,1320,2482,1552,2925,14397,1,1833,2350,1,134066,0
8625,1024,1025,3496,1639,18580,1,172,2372,1,162326,0
12763,1603,3416,2617,2755,11132,1,3185,996,1,141900,0
12455,2919,170,1682,2854,17983,1,2617,474,1,164136,0
5452,2736,3481,2535,1551,4786,1,2725,2971,1,95052,0
4566,1318,2748,4144,1183,12547,1,1245,1285,1,127114,0
3603,226,3787,1550,1594,19968,1,3569,2681,1,177012,1
13706,2562,2698,3093,354,5079,1,2555,135,1,97652,0
4294,1627,1214,3600,1068,16957,1,3663,1996,1,157622,0
3209,2504,3991,1867,2539,18573,1,525,1848,1,160876,0
4505,1227,1866,4530,2467,10913,1,1377,1649,1,119574,0
3596,1025,2719,3214,2567,13036,1,893,766,1,122970,0
10199,1211,3761,1955,619,9593,1,1575,1493,1,116762,0
14045,686,3748,3632,1853,16267,1,3137,2482,1,182776,1
4406,743,3016,4332,1561,11960,1,2744,1210,1,130398,0
6124,2862,4208,2222,1931,2747,1,931,2101,1,76174,0
8931,2073,1172,4587,2789,16440,1,2540,1294,1,164608,0
3359,257,176,972,1342,13602,1,3709,2318,1,120238,0
9245,1497,4016,3655,2380,2870,1,3274,419,1,88930,0
13568,1242,3230,4273,2215,7337,1,3031,2582,1,130546,0
9644,2121,4746,4865,2275,16696,1,1349,769,1,175182,1
5859,2044,750,1849,1409,4140,1,864,1903,1,64938,0
12634,2996,435,1670,2182,15519,1,3038,2285,1,158460,0
8347,2296,266,2333,1673,16060,1,2919,2196,1,151858,0
882,1365,4868,550,2654,10800,1,2654,565,1,109160,0
2435,1247,1989,4185,2201,14341,1,1505,1784,1,135674,0
4576,2296,1880,4494,829,14058,1,3038,1265,1,142468,0
3008,681,3229,3218,2433,4138,1,2024,1013,1,75018,0
4591,2331,1524,3376,1453,3187,1,2319,1364,1,70214,0
852,2190,1317,1883,639,19154,1,1570,2819,1,152652,0
1303,2055,4301,4688,360,15207,1,1664,1635,1,147840,0
2487,1065,146,4594,2555,12288,1,161,2226,1,114460,0
10455,2641,230,3215,2433,14447,1,2359,1401,1,146570,0
2504,1940,1836,1417,1214,19111,1,3965,2045,1,163044,0
8305,1133,2979,3089,2903,3330,1,2125,79,1,77760,0
8990,2130,459,2809,963,8479,1,3635,1961,1,110506,0
9074,1639,4937,4521,1070,9041,1,2123,1420,1,129826,0
13430,608,1240,4750,2833,9721,1,2563,2959,1,138126,0
857,2811,3093,1941,2742,16594,1,557,2518,1,144830,0
4331,2394,4793,4500,497,3053,1,714,2097,1,81188,0
14721,2133,4178,521,715,14788,1,3084,2237,1,163956,0
6403,2376,4604,3014,2649,4174,1,2466,314,1,89502,0
2464,1374,1457,2674,2842,10302,1,3478,1368,1,111090,0
9707,441,2639,689,736,7181,1,2459,2003,1,96024,0
3342,2041,4153,4447,640,10764,1,1951,2853,1,130256,0
5641,1349,2642,1371,2569,18400,1,3067,2914,1,169504,0
5524,2833,1405,4124,2419,4849,1,1898,1806,1,87588,0
2377,2509,949,3328,864,16558,1,2359,544,1,139578,0
4652,2683,2250,4595,1162,4120,1,3456,2544,1,93104,0
1759,2930,4730,856,1926,11819,1,1187,1166,1,115910,0
2880,2133,2521,942,1660,18669,1,1543,491,1,147358,0
13683,2761,1919,4834,1977,2904,1,3835,2967,1,108496,0
10443,1762,3502,1048,399,10566,1,1193,1273,1,116678,0
7531,2608,2539,4193,581,6444,1,2894,2425,1,108318,0
12267,2801,2616,2722,748,8800,1,2349,1250,1,120190,0
7850,1118,2550,1504,2196,11148,1,955,128,1,109774,0
14928,2300,2414,4395,2320,6365,1,1269,117,1,110076,0
1283,1914,2613,3555,671,3484,1,370,560,1,57042,0
11646,1990,2270,3926,1745,15484,1,2587,609,1,161244,0
4637,2930,2396,3226,1820,7322,1,1058,2329,1,98752,0
8793,1698,1958,1663,2099,12399,1,2622,2675,1,135256,0
12545,1044,3020,4822,1944,3542,1,1993,312,1,92916,0
1275,399,558,2944,1086,7846,1,515,2485,1,78614,0
12320,2020,4405,3768,1979,9631,1,967,372,1,128482,0
3857,2677,3143,1593,2199,4403,1,1130,1214,1,72214,0
5162,2009,1652,3487,721,19967,1,3332,2752,1,180488,1
761,1216,4019,3851,1353,16032,1,1612,2319,1,150066,0
3007,1546,2927,2540,1146,6298,1,3793,1162,1,90884,0
642,973,3098,2598,1722,7315,1,781,834,1,79818,0
2165,1111,2972,3714,1652,10392,1,579,2182,1,110006,0
1990,2935,4039,2668,956,16030,1,1668,2479,1,151368,0
6373,2935,3342,3841,2132,14188,1,1696,822,1,146822,0
6856,2891,544,2802,1271,19965,1,2128,2532,1,173860,1
7526,1971,237,4601,1731,16165,1,3986,882,1,158280,0
8369,2477,3262,4405,1904,12957,1,315,1778,1,142292,0
9681,445,2870,4918,306,6158,1,3003,2177,1,109694,0
9396,2729,2629,2232,1959,4778,1,2324,99,1,85982,0
8519,2882,857,3298,554,5361,1,1766,257,1,80798,0
12592,1855,4790,1828,1806,16680,1,1200,505,1,165888,0
2240,2810,4978,4553,2940,5265,1,2409,1831,1,102664,0
6315,2566,78,4981,2728,19731,1,2093,2676,1,180926,1
9944,451,369,1866,1391,8173,1,3690,2715,1,107180,0
4367,2533,364,3846,536,4159,1,381,1380,1,63720,0
8259,2597,2400,4585,588,6512,1,1289,1409,1,100702,0
3618,1803,3008,1860,1190,7560,1,396,1332,1,84976,0
1625,2592,3119,4067,2069,16136,1,2969,668,1,152690,0
9630,1994,2346,4900,1678,16351,1,2042,2755,1,172892,1
8963,2955,4766,4795,611,8359,1,559,1005,1,119722,0
702,631,2001,3020,1830,5174,1,1753,923,1,68168,0
3271,859,2845,1090,867,14225,1,801,2877,1,125806,0
2865,2510,720,3085,859,8473,1,3777,1899,1,101240,0
4135,343,393,1299,1319,17828,1,488,2961,1,139136,0
9097,2460,1508,2387,1777,5717,1,3605,49,1,91176,0
12533,1107,644,4028,1766,5897,1,1333,1102,1,94632,0
2117,616,1088,3581,2593,15500,1,2049,1396,1,136118,0
2160,896,1345,2847,941,5488,1,382,2510,1,69268,0
1314,421,1630,1383,2651,17083,1,2966,2774,1,146292,0
12245,1845,1560,601,2848,15246,1,949,1803,1,145014,0
4964,835,510,3071,1767,10285,1,2396,520,1,102840,0
5308,2801,1578,4079,2047,2042,1,2926,1555,1,73126,0
3547,272,4242,1021,577,2046,1,2397,971,1,55602,0
2370,1806,4141,2596,507,3597,1,3321,2340,1,80550,0
10170,1932,703,4355,2087,8318,1,3139,1425,1,116784,0
2983,926,1057,1595,1052,9191,1,705,99,1,78902,0
10744,2487,1213,4313,819,14678,1,3890,1286,1,158986,0
14295,871,2424,1081,1875,2623,1,2353,1978,1,81174,0
1410,1727,2033,2624,2920,16874,1,2691,2732,1,153688,0
9994,1180,2151,2032,1208,16377,1,514,1988,1,149776,0
7765,383,733,1115,1940,9112,1,791,1130,1,89934,0
8029,2796,396,544,2566,2792,1,3072,2825,1,70892,0
4164,738,2062,3935,2751,13400,1,2973,321,1,132880,0
11240,2437,3657,3584,2844,7190,1,900,2690,1,119516,0
10051,2471,3172,3461,2041,6566,1,516,1512,1,103176,0
1715,1620,1940,4108,629,3209,1,803,2354,1,64012,0
5807,1891,25,1604,2230,3218,1,1611,1829,1,59450,0
14767,2785,2270,2867,2442,12085,1,129,2960,1,145412,0
3708,1758,3921,1720,866,17681,1,725,207,1,145052,0
5228,2715,81,1872,2302,12582,1,2170,1533,1,118616,0
10957,1863,2027,2244,1237,19520,1,2105,2386,1,180292,1
11759,2721,4344,2372,1499,19422,1,3470,1829,1,196560,1
7882,1312,2949,4191,925,10946,1,1645,688,1,123816,0
6506,1974,4232,966,1326,15871,1,2414,1243,1,150268,0
4284,2689,57,663,2076,15445,1,2249,138,1,123206,0
881,477,1039,4803,1195,12951,1,2005,620,1,116690,0
9468,1232,3847,2868,2885,7922,1,1361,2060,1,115256,0
9838,2545,2501,1226,1401,15422,1,841,327,1,139690,0
4478,2184,802,828,2346,15885,1,754,1686,1,129616,0
8801,1252,4517,2255,2922,8244,1,1700,2404,1,118928,0
309,2839,4561,4212,1217,15614,1,736,349,1,141856,0
6307,1933,3611,4391,1334,14072,1,1939,2669,1,154030,0
14464,1147,1140,576,1781,9159,1,2990,417,1,110240,0
13519,870,2514,1303,2196,14432,1,2398,120,1,145112,0
4888,1816,4008,874,1859,4355,1,2230,57,1,71942,0
8217,2417,4561,4349,931,8024,1,3604,299,1,122536,0
2241,2574,4517,3744,778,17122,1,1755,395,1,155572,0
13352,1146,349,852,2446,12282,1,3829,390,1,129270,0
13754,2506,723,2451,1753,11276,1,781,1820,1,126792,0
11871,1754,3613,4832,2278,19038,1,3884,2360,1,204800,1
3724,2572,4765,2735,1575,8684,1,2865,1501,1,115320,0
3844,2123,789,4385,2294,8327,1,2120,1575,1,101970,0
14680,2280,3667,647,1057,8290,1,717,707,1,108736,0
6766,2887,4901,1438,531,6479,1,1814,2367,1,101332,0
9918,268,2009,1834,1413,15198,1,2386,591,1,141676,0
10012,2394,2951,2445,1559,10056,1,696,1011,1,116688,0
7446,2759,3605,3543,2394,16472,1,2201,2907,1,173064,1
11721,1886,2830,3138,1139,9214,1,2219,2866,1,128998,0
13816,2095,3499,2366,1833,10743,1,1853,2330,1,140148,0
495,2893,4748,954,831,9806,1,669,1044,1,96944,0
2682,1899,3679,4322,2535,19194,1,744,1644,1,170962,0
7293,1460,4229,1121,1515,11178,1,576,226,1,112222,0
12811,2172,2848,1694,562,7071,1,2616,607,1,104586,0
10683,769,1053,647,1760,17225,1,1493,2108,1,150988,0
7207,2579,3735,2968,2511,12326,1,754,1725,1,135288,0
11065,382,1640,508,1628,14964,1,3802,689,1,142500,0
3293,2646,3084,4426,2532,2100,1,1389,1881,1,72672,0
11318,1124,1165,3487,1777,11487,1,1031,2256,1,129126,0
4887,2287,455,1644,1178,5429,1,1360,2979,1,75040,0
1551,2086,1857,2232,2147,11052,1,2320,1075,1,107826,0
14862,407,2397,4031,645,2078,1,2591,1120,1,84862,0
4296,1466,4966,1834,2776,3515,1,1501,2857,1,82808,0
7448,2789,1340,3506,1794,16718,1,1024,1290,1,153020,0
13399,311,2619,2327,997,11072,1,2608,754,1,129088,0
3274,2354,2193,1170,1286,7080,1,3569,1877,1,91554,0
14141,2310,580,597,2451,3950,1,2385,1363,1,81214,0
717,2987,4681,3309,1581,2908,1,1662,2275,1,75736,0
8780,2518,4048,797,928,13553,1,467,2706,1,137852,0
7761,1120,518,2076,1541,18363,1,1904,575,1,151324,0
11228,2600,2786,4586,1747,13622,1,1021,2340,1,155824,0
2732,266,1610,2736,446,10698,1,483,2241,1,99366,0
10102,2851,2089,4927,2879,14173,1,1752,1339,1,157140,0
14893,2373,19,3529,579,16984,1,2139,340,1,161712,0
14221,1067,1547,644,2807,6235,1,867,1253,1,90854,0
7098,1867,2887,2666,456,14819,1,2155,2684,1,149334,0
10752,206,4340,4011,1658,14875,1,3621,1359,1,167816,0
11618,2030,1383,1451,1215,2782,1,3867,1742,1,80200,0
8284,1359,1788,4399,1737,4245,1,541,866,1,78616,0
5623,1348,944,3625,2092,13675,1,3493,289,1,133590,0
10300,1104,2675,3281,1452,15498,1,743,2944,1,157282,0
7269,1938,3144,4173,1691,3660,1,2705,1556,1,90078,0
14349,454,1589,3500,385,9050,1,2225,2798,1,125134,0
10886,774,248,2178,377,17847,1,2647,2688,1,162210,0
11415,1318,1722,4132,2764,17183,1,3244,2778,1,181606,1
8098,1913,3256,3549,2983,8116,1,2146,1194,1,115274,0
11752,2305,4823,3079,1750,17019,1,2940,1865,1,184566,1
1663,875,4743,2230,1110,15502,1,1921,2880,1,147414,0
11301,1252,3145,3288,2113,9299,1,1819,554,1,120360,0
2306,1073,2702,4372,1696,4719,1,2645,2413,1,87002,0
1825,1189,3441,2264,2058,7886,1,3471,1762,1,101222,0
13727,1476,3633,2306,2461,18822,1,3107,756,1,187478,1
